,idx
2309,93682
2310,263625
2311,193107
2312,96692
2313,244777
2314,219893
2315,201026
2316,262298
2317,53549
2318,16337
2319,199031
2320,154327
2321,50382
2322,73769
2323,119425
2324,211557
2325,215820
2326,15170
2327,89501
2328,66869
2329,223872
2330,146115
2331,34749
2332,249224
2333,78514
2334,157155
2335,54384
2336,256110
2337,3783
2338,16082
2339,79604
2340,264100
2341,163964
2342,143867
2343,77862
2344,249787
2345,67114
2346,26834
2347,221502
2348,258554
2349,221465
2350,45951
2351,162402
2352,142563
2353,26609
2354,203341
2355,90822
2356,170664
2357,70734
2358,125089
2359,244993
2360,17473
2361,270487
2362,78282
2363,38798
2364,127593
2365,67019
2366,263571
2367,134471
2368,52676
2369,148284
2370,244640
2371,139268
2372,193637
2373,162072
2374,230456
2375,75746
2376,205183
2377,58704
2378,186751
2379,100653
2380,140878
2381,14105
2382,67017
2383,182519
2384,3145
2385,163436
2386,72953
2387,46403
2388,87944
2389,34426
2390,259004
2391,267723
2392,95637
2393,220570
2394,26926
2395,59881
2396,246356
2397,233240
2398,111362
2399,128309
2400,227568
2401,96957
2402,184344
2403,69478
2404,133994
2405,109237
2406,121895
2407,185048
2408,105656
2409,171495
2410,21527
2411,72909
2412,160961
2413,216700
2414,197986
2415,91141
2416,150504
2417,179465
2418,49704
2419,266680
2420,51879
2421,24027
2422,257288
2423,223388
2424,78706
2425,118541
2426,238758
2427,26781
2428,13590
2429,107893
2430,28153
2431,172311
2432,186868
2433,210495
2434,229112
2435,1794
2436,246432
2437,146878
2438,114293
2439,27086
2440,257741
2441,78337
2442,166145
2443,21509
2444,98697
2445,145171
2446,32720
2447,96022
2448,155786
2449,219575
2450,269237
2451,3774
2452,166026
2453,182516
2454,44634
2455,220113
2456,116575
2457,219233
2458,211587
2459,244383
2460,43099
2461,30420
2462,91241
2463,198165
2464,86070
2465,263913
2466,171686
2467,259787
2468,229835
2469,208294
2470,71112
2471,135117
2472,25745
2473,181509
2474,56410
2475,93752
2476,130786
2477,233764
2478,260179
2479,256982
2480,221388
2481,90131
2482,103240
2483,206954
2484,103909
2485,132566
2486,157040
2487,5676
2488,139024
2489,144657
2490,49993
2491,217211
2492,146078
2493,100317
2494,26223
2495,266729
